job_id,title,description,skills,riasec_vector,tags_en
49-2022.00,"Telecommunications Equipment Installers and Repairers, Except Line Installers","Install, set up, rearrange, or remove switching, distribution, routing, and dialing equipment used in central offices or headends. Service or repair telephone, cable television, Internet, and other communications equipment on customers' property. May install communications equipment or communications wiring in buildings.",,"[0.9271428571428572, 0.3457142857142857, 0.14285714285714285, 0.25857142857142856, 0.22714285714285715, 0.6771428571428572]",active-listening|complex-problem-solving|critical-thinking|equipment-maintenance|installation|monitoring|operations-monitoring|quality-control-analysis|reading-comprehension|repairing|speaking|troubleshooting
49-2091.00,Avionics Technicians,"Install, inspect, test, adjust, or repair avionics equipment, such as radar, radio, navigation, and missile control systems in aircraft or space vehicles.",,"[1.0, 0.5942857142857143, 0.17714285714285713, 0.19142857142857145, 0.14285714285714285, 0.67]",active-listening|complex-problem-solving|critical-thinking|equipment-maintenance|operations-monitoring|quality-control-analysis|reading-comprehension|repairing|speaking|troubleshooting|writing
49-2092.00,"Electric Motor, Power Tool, and Related Repairers","Repair, maintain, or install electric motors, wiring, or switches.",,"[1.0, 0.39714285714285713, 0.14285714285714285, 0.16285714285714284, 0.15142857142857144, 0.5842857142857143]",active-learning|active-listening|complex-problem-solving|critical-thinking|equipment-maintenance|equipment-selection|judgment-and-decision-making|monitoring|operation-and-control|operations-monitoring|quality-control-analysis|reading-comprehension|repairing|troubleshooting
49-2093.00,"Electrical and Electronics Installers and Repairers, Transportation Equipment","Install, adjust, or maintain mobile electronics communication equipment, including sound, sonar, security, navigation, and surveillance systems on trains, watercraft, or other mobile equipment.",,"[1.0, 0.48142857142857143, 0.14285714285714285, 0.1657142857142857, 0.1457142857142857, 0.687142857142857]",active-listening|complex-problem-solving|critical-thinking|monitoring|operations-monitoring|quality-control-analysis|reading-comprehension|repairing|speaking|time-management|troubleshooting|writing
49-2094.00,"Electrical and Electronics Repairers, Commercial and Industrial Equipment","Repair, test, adjust, or install electronic equipment, such as industrial controls, transmitters, and antennas.",,"[1.0, 0.5757142857142857, 0.14285714285714285, 0.14285714285714285, 0.15857142857142859, 0.7628571428571428]",active-listening|complex-problem-solving|critical-thinking|equipment-maintenance|equipment-selection|judgment-and-decision-making|operation-and-control|operations-monitoring|quality-control-analysis|reading-comprehension|repairing|systems-analysis|troubleshooting
49-2095.00,"Electrical and Electronics Repairers, Powerhouse, Substation, and Relay","Inspect, test, repair, or maintain electrical equipment in generating stations, substations, and in-service relays.",,"[1.0, 0.5028571428571429, 0.14285714285714285, 0.15285714285714286, 0.18571428571428572, 0.7528571428571428]",active-listening|complex-problem-solving|critical-thinking|equipment-maintenance|operation-and-control|operations-monitoring|quality-control-analysis|reading-comprehension|repairing|speaking|troubleshooting|writing
49-2096.00,"Electronic Equipment Installers and Repairers, Motor Vehicles","Install, diagnose, or repair communications, sound, security, or navigation equipment in motor vehicles.",,"[1.0, 0.5057142857142857, 0.14285714285714285, 0.17142857142857143, 0.14285714285714285, 0.65]",active-listening|complex-problem-solving|coordination|critical-thinking|equipment-maintenance|installation|operations-monitoring|reading-comprehension|repairing|service-orientation|speaking|time-management|troubleshooting
49-2097.00,Audiovisual Equipment Installers and Repairers,"Install, repair, or adjust audio or television receivers, stereo systems, camcorders, video systems, or other electronic entertainment equipment in homes or other venues. May perform routine maintenance.",,"[0.97, 0.3885714285714286, 0.22142857142857145, 0.2285714285714286, 0.16, 0.6799999999999999]",active-listening|complex-problem-solving|critical-thinking|equipment-maintenance|installation|judgment-and-decision-making|quality-control-analysis|reading-comprehension|repairing|speaking|troubleshooting
49-2098.00,Security and Fire Alarm Systems Installers,"Install, program, maintain, and repair security and fire alarm wiring and equipment. Ensure that work is in accordance with relevant codes.",,"[0.9528571428571428, 0.4714285714285714, 0.14714285714285716, 0.19857142857142857, 0.23142857142857146, 0.6942857142857143]",active-learning|active-listening|complex-problem-solving|critical-thinking|installation|judgment-and-decision-making|monitoring|operations-monitoring|quality-control-analysis|reading-comprehension|speaking|troubleshooting
49-3011.00,Aircraft Mechanics and Service Technicians,"Diagnose, adjust, repair, or overhaul aircraft engines and assemblies, such as hydraulic and pneumatic systems.",,"[0.9785714285714285, 0.5342857142857144, 0.14285714285714285, 0.18571428571428572, 0.26142857142857145, 0.6685714285714285]",active-listening|complex-problem-solving|critical-thinking|equipment-maintenance|monitoring|operation-and-control|operations-monitoring|quality-control-analysis|reading-comprehension|repairing|troubleshooting
49-3021.00,Automotive Body and Related Repairers,Repair and refinish automotive vehicle bodies and straighten vehicle frames.,,"[1.0, 0.2542857142857143, 0.2057142857142857, 0.14285714285714285, 0.19714285714285712, 0.49000000000000005]",active-listening|complex-problem-solving|critical-thinking|monitoring|operation-and-control|operations-monitoring|quality-control-analysis|repairing|speaking|time-management|troubleshooting
49-3022.00,Automotive Glass Installers and Repairers,Replace or repair broken windshields and window glass in motor vehicles.,,"[1.0, 0.3157142857142857, 0.14285714285714285, 0.17857142857142858, 0.19999999999999998, 0.5342857142857144]",equipment-selection|installation|speaking|time-management
49-3023.00,Automotive Service Technicians and Mechanics,"Diagnose, adjust, repair, or overhaul automotive vehicles.",,"[1.0, 0.51, 0.14285714285714285, 0.2057142857142857, 0.22714285714285715, 0.6185714285714285]",active-listening|complex-problem-solving|critical-thinking|equipment-maintenance|installation|judgment-and-decision-making|monitoring|operation-and-control|operations-monitoring|quality-control-analysis|repairing|social-perceptiveness|speaking|troubleshooting
49-3031.00,Bus and Truck Mechanics and Diesel Engine Specialists,"Diagnose, adjust, repair, or overhaul buses and trucks, or maintain and repair any type of diesel engines. Includes mechanics working primarily with automobile or marine diesel engines.",,"[1.0, 0.4685714285714285, 0.14285714285714285, 0.21857142857142858, 0.18571428571428572, 0.5328571428571428]",active-listening|critical-thinking|equipment-maintenance|equipment-selection|judgment-and-decision-making|monitoring|operation-and-control|operations-monitoring|quality-control-analysis|repairing|speaking|troubleshooting
49-3041.00,Farm Equipment Mechanics and Service Technicians,"Diagnose, adjust, repair, or overhaul farm machinery and vehicles, such as tractors, harvesters, dairy equipment, and irrigation systems.",,"[1.0, 0.44571428571428573, 0.14285714285714285, 0.19285714285714287, 0.1442857142857143, 0.5857142857142856]",active-learning|active-listening|complex-problem-solving|critical-thinking|equipment-maintenance|equipment-selection|monitoring|operation-and-control|operations-monitoring|quality-control-analysis|repairing|speaking|troubleshooting
49-3042.00,"Mobile Heavy Equipment Mechanics, Except Engines","Diagnose, adjust, repair, or overhaul mobile mechanical, hydraulic, and pneumatic equipment, such as cranes, bulldozers, graders, and conveyors, used in construction, logging, and mining.",,"[1.0, 0.5071428571428571, 0.14285714285714285, 0.14285714285714285, 0.14285714285714285, 0.6]",active-listening|complex-problem-solving|critical-thinking|equipment-maintenance|equipment-selection|operation-and-control|operations-monitoring|quality-control-analysis|reading-comprehension|repairing|troubleshooting
49-3043.00,Rail Car Repairers,"Diagnose, adjust, repair, or overhaul railroad rolling stock, mine cars, or mass transit rail cars.",,"[1.0, 0.3842857142857143, 0.1742857142857143, 0.19857142857142857, 0.17714285714285713, 0.5957142857142858]",active-listening|critical-thinking|equipment-maintenance|operation-and-control|operations-monitoring|quality-control-analysis|repairing|speaking|time-management|troubleshooting
49-3051.00,Motorboat Mechanics and Service Technicians,Repair and adjust electrical and mechanical equipment of inboard or inboard-outboard boat engines.,,"[1.0, 0.39714285714285713, 0.14285714285714285, 0.15571428571428572, 0.23857142857142857, 0.5671428571428572]",active-listening|complex-problem-solving|critical-thinking|equipment-maintenance|equipment-selection|judgment-and-decision-making|monitoring|operation-and-control|operations-monitoring|quality-control-analysis|repairing|speaking|troubleshooting
49-3052.00,Motorcycle Mechanics,"Diagnose, adjust, repair, or overhaul motorcycles, scooters, mopeds, dirt bikes, or similar motorized vehicles.",,"[1.0, 0.4428571428571429, 0.16857142857142857, 0.2057142857142857, 0.14285714285714285, 0.5114285714285715]",active-learning|active-listening|complex-problem-solving|critical-thinking|equipment-maintenance|judgment-and-decision-making|monitoring|operation-and-control|operations-monitoring|quality-control-analysis|reading-comprehension|repairing|speaking|time-management|troubleshooting
49-3053.00,Outdoor Power Equipment and Other Small Engine Mechanics,"Diagnose, adjust, repair, or overhaul small engines used to power lawn mowers, chain saws, recreational sporting equipment, and related equipment.",,"[1.0, 0.3828571428571429, 0.14285714285714285, 0.1542857142857143, 0.17714285714285713, 0.5971428571428571]",active-listening|complex-problem-solving|critical-thinking|equipment-maintenance|equipment-selection|operation-and-control|operations-monitoring|quality-control-analysis|repairing|troubleshooting
49-3091.00,Bicycle Repairers,Repair and service bicycles.,,"[1.0, 0.25142857142857145, 0.16428571428571428, 0.24857142857142858, 0.2642857142857143, 0.5157142857142857]",active-listening|complex-problem-solving|critical-thinking|equipment-maintenance|equipment-selection|quality-control-analysis|reading-comprehension|repairing|service-orientation|social-perceptiveness|speaking|troubleshooting
49-3092.00,Recreational Vehicle Service Technicians,"Diagnose, inspect, adjust, repair, or overhaul recreational vehicles including travel trailers. May specialize in maintaining gas, electrical, hydraulic, plumbing, or chassis/towing systems as well as repairing generators, appliances, and interior components. Includes workers who perform customized van conversions.",,"[1.0, 0.37285714285714283, 0.14285714285714285, 0.23142857142857146, 0.18285714285714286, 0.5728571428571428]",active-learning|active-listening|complex-problem-solving|critical-thinking|equipment-maintenance|operation-and-control|operations-monitoring|quality-control-analysis|reading-comprehension|repairing|speaking|troubleshooting
49-3093.00,Tire Repairers and Changers,Repair and replace tires.,,"[1.0, 0.25142857142857145, 0.14285714285714285, 0.25142857142857145, 0.22428571428571428, 0.49000000000000005]",active-listening|critical-thinking|service-orientation|speaking|time-management
49-9011.00,Mechanical Door Repairers,"Install, service, or repair automatic door mechanisms and hydraulic doors. Includes garage door mechanics.",,"[0.9828571428571429, 0.25, 0.14285714285714285, 0.21285714285714286, 0.14285714285714285, 0.5471428571428572]",active-learning|active-listening|complex-problem-solving|coordination|critical-thinking|installation|instructing|monitoring|operations-monitoring|quality-control-analysis|reading-comprehension|service-orientation|social-perceptiveness|speaking|troubleshooting
49-9012.00,"Control and Valve Installers and Repairers, Except Mechanical Door","Install, repair, and maintain mechanical regulating and controlling devices, such as electric meters, gas regulators, thermostats, safety and flow valves, and other mechanical governors.",,"[1.0, 0.40714285714285714, 0.14285714285714285, 0.16999999999999998, 0.14285714285714285, 0.6785714285714286]",active-learning|active-listening|critical-thinking|equipment-maintenance|judgment-and-decision-making|monitoring|operations-monitoring|quality-control-analysis|reading-comprehension|repairing|speaking|troubleshooting|writing
49-9021.00,"Heating, Air Conditioning, and Refrigeration Mechanics and Installers","Install or repair heating, central air conditioning, HVAC, or refrigeration systems, including oil burners, hot-air furnaces, and heating stoves.",,"[0.9885714285714285, 0.39142857142857146, 0.14285714285714285, 0.21428571428571427, 0.19285714285714287, 0.64]",active-listening|complex-problem-solving|critical-thinking|equipment-maintenance|equipment-selection|installation|judgment-and-decision-making|operation-and-control|operations-monitoring|quality-control-analysis|reading-comprehension|repairing|troubleshooting
49-9031.00,Home Appliance Repairers,"Repair, adjust, or install all types of electric or gas household appliances, such as refrigerators, washers, dryers, and ovens.",,"[1.0, 0.3028571428571429, 0.14285714285714285, 0.2357142857142857, 0.21142857142857144, 0.7142857142857143]",active-listening|complex-problem-solving|critical-thinking|equipment-maintenance|operations-monitoring|quality-control-analysis|reading-comprehension|repairing|service-orientation|speaking|troubleshooting
49-9041.00,Industrial Machinery Mechanics,"Repair, install, adjust, or maintain industrial production and processing machinery or refinery and pipeline distribution systems. May also install, dismantle, or move machinery and heavy equipment according to plans.",,"[1.0, 0.4257142857142857, 0.14285714285714285, 0.14285714285714285, 0.1657142857142857, 0.6257142857142857]",active-learning|active-listening|complex-problem-solving|critical-thinking|equipment-maintenance|monitoring|operation-and-control|operations-monitoring|quality-control-analysis|repairing|troubleshooting
49-9043.00,"Maintenance Workers, Machinery","Lubricate machinery, change parts, or perform other routine machinery maintenance.",,"[1.0, 0.3071428571428571, 0.14285714285714285, 0.14285714285714285, 0.17142857142857143, 0.64]",active-listening|coordination|critical-thinking|equipment-maintenance|operation-and-control|operations-monitoring|quality-control-analysis|reading-comprehension|repairing|troubleshooting
49-9044.00,Millwrights,"Install, dismantle, or move machinery and heavy equipment according to layout plans, blueprints, or other drawings.",,"[1.0, 0.3614285714285714, 0.26285714285714284, 0.14285714285714285, 0.15571428571428572, 0.5128571428571428]",active-listening|complex-problem-solving|coordination|critical-thinking|equipment-maintenance|installation|monitoring|operation-and-control|operations-monitoring|quality-control-analysis|repairing|time-management|troubleshooting
49-9045.00,"Refractory Materials Repairers, Except Brickmasons","Build or repair equipment such as furnaces, kilns, cupolas, boilers, converters, ladles, soaking pits, and ovens, using refractory materials.",,"[1.0, 0.31428571428571433, 0.18714285714285714, 0.1457142857142857, 0.14285714285714285, 0.5071428571428571]",active-listening|critical-thinking|equipment-maintenance|operation-and-control|operations-monitoring|repairing
49-9051.00,Electrical Power-Line Installers and Repairers,Install or repair cables or wires used in electrical power or distribution systems. May erect poles and light or heavy duty transmission towers.,,"[1.0, 0.3757142857142857, 0.14285714285714285, 0.16999999999999998, 0.24571428571428572, 0.5242857142857142]",active-listening|complex-problem-solving|coordination|critical-thinking|judgment-and-decision-making|monitoring|operation-and-control|operations-monitoring|quality-control-analysis|reading-comprehension|repairing|systems-analysis|troubleshooting
49-9052.00,Telecommunications Line Installers and Repairers,"Install and repair telecommunications cable, including fiber optics.",,"[0.9171428571428571, 0.3457142857142857, 0.14285714285714285, 0.2285714285714286, 0.30142857142857143, 0.5942857142857143]",active-listening|complex-problem-solving|coordination|critical-thinking|equipment-maintenance|judgment-and-decision-making|monitoring|operation-and-control|operations-monitoring|quality-control-analysis|reading-comprehension|speaking|troubleshooting
49-9061.00,Camera and Photographic Equipment Repairers,"Repair and adjust cameras and photographic equipment, including commercial video and motion picture camera equipment.",,"[1.0, 0.3814285714285714, 0.2814285714285714, 0.17142857142857143, 0.14285714285714285, 0.6542857142857142]",active-learning|active-listening|complex-problem-solving|critical-thinking|equipment-maintenance|equipment-selection|judgment-and-decision-making|quality-control-analysis|reading-comprehension|repairing|time-management|troubleshooting
49-9062.00,Medical Equipment Repairers,"Test, adjust, or repair biomedical or electromedical equipment.",,"[1.0, 0.6557142857142857, 0.14285714285714285, 0.25857142857142856, 0.14285714285714285, 0.7428571428571429]",active-learning|active-listening|critical-thinking|equipment-maintenance|mathematics|operations-monitoring|quality-control-analysis|reading-comprehension|repairing|speaking|troubleshooting|writing
49-9063.00,Musical Instrument Repairers and Tuners,"Repair percussion, stringed, reed, or wind instruments. May specialize in one area, such as piano tuning.",,"[0.9171428571428571, 0.37, 0.5071428571428571, 0.23714285714285713, 0.14285714285714285, 0.4828571428571428]",active-listening|complex-problem-solving|critical-thinking|equipment-selection|judgment-and-decision-making|quality-control-analysis|reading-comprehension|repairing|service-orientation|speaking|troubleshooting
49-9064.00,Watch and Clock Repairers,"Repair, clean, and adjust mechanisms of timing instruments, such as watches and clocks. Includes watchmakers, watch technicians, and mechanical timepiece repairers.",,"[0.92, 0.2814285714285714, 0.1757142857142857, 0.21, 0.18571428571428572, 0.66]",active-listening|critical-thinking|equipment-maintenance|judgment-and-decision-making|operations-monitoring|quality-control-analysis|repairing|speaking|troubleshooting
49-9071.00,"Maintenance and Repair Workers, General","Perform work involving the skills of two or more maintenance or craft occupations to keep machines, mechanical equipment, or the structure of a building in repair. Duties may involve pipe fitting; HVAC maintenance; insulating; welding; machining; carpentry; repairing electrical or mechanical equipment; installing, aligning, and balancing new equipment; and repairing buildings, floors, or stairs.",,"[1.0, 0.35857142857142854, 0.17285714285714285, 0.2542857142857143, 0.21857142857142858, 0.5942857142857143]",active-learning|complex-problem-solving|critical-thinking|equipment-maintenance|installation|monitoring|operation-and-control|operations-monitoring|quality-control-analysis|reading-comprehension|repairing|troubleshooting
49-9081.00,Wind Turbine Service Technicians,"Inspect, diagnose, adjust, or repair wind turbines. Perform maintenance on wind turbine equipment including resolving electrical, mechanical, and hydraulic malfunctions.",,"[1.0, 0.51, 0.14285714285714285, 0.23, 0.2542857142857143, 0.6142857142857142]",active-learning|active-listening|complex-problem-solving|coordination|critical-thinking|equipment-maintenance|monitoring|operations-monitoring|quality-control-analysis|reading-comprehension|repairing|speaking|troubleshooting
49-9091.00,"Coin, Vending, and Amusement Machine Servicers and Repairers","Install, service, adjust, or repair coin, vending, or amusement machines including video games, juke boxes, pinball machines, or slot machines.",,"[0.8685714285714285, 0.2571428571428572, 0.14285714285714285, 0.1757142857142857, 0.26999999999999996, 0.8157142857142857]",equipment-maintenance|monitoring|operation-and-control|operations-monitoring|quality-control-analysis|repairing|troubleshooting
49-9092.00,Commercial Divers,"Work below surface of water, using surface-supplied air or scuba equipment to inspect, repair, remove, or install equipment and structures. May use a variety of power and hand tools, such as drills, sledgehammers, torches, and welding equipment. May conduct tests or experiments, rig explosives, or photograph structures or marine life.",,"[1.0, 0.5142857142857143, 0.19285714285714287, 0.15714285714285717, 0.23714285714285713, 0.4428571428571429]",active-listening|complex-problem-solving|coordination|critical-thinking|equipment-maintenance|monitoring|operation-and-control|operations-monitoring|quality-control-analysis|reading-comprehension|repairing|speaking|time-management|troubleshooting
49-9094.00,Locksmiths and Safe Repairers,"Repair and open locks, make keys, change locks and safe combinations, and install and repair safes.",,"[0.87, 0.31142857142857144, 0.1542857142857143, 0.22428571428571428, 0.19142857142857145, 0.67]",active-listening|complex-problem-solving|critical-thinking|installation|operation-and-control|quality-control-analysis|reading-comprehension|repairing|service-orientation|speaking|time-management|troubleshooting
49-9095.00,Manufactured Building and Mobile Home Installers,Move or install mobile homes or prefabricated buildings.,,"[0.9757142857142858, 0.2714285714285714, 0.21714285714285714, 0.24428571428571427, 0.16714285714285712, 0.5571428571428572]",active-learning|active-listening|complex-problem-solving|coordination|critical-thinking|instructing|judgment-and-decision-making|learning-strategies|management-of-personnel-resources|monitoring|operation-and-control|operations-monitoring|quality-control-analysis|repairing|speaking|time-management
49-9096.00,Riggers,"Set up or repair rigging for construction projects, manufacturing plants, logging yards, ships and shipyards, or for the entertainment industry.",,"[1.0, 0.34142857142857147, 0.1942857142857143, 0.14285714285714285, 0.2671428571428572, 0.5285714285714286]",active-listening|complex-problem-solving|coordination|critical-thinking|judgment-and-decision-making|monitoring|operation-and-control|operations-monitoring|quality-control-analysis|reading-comprehension|speaking|time-management
49-9097.00,Signal and Track Switch Repairers,"Install, inspect, test, maintain, or repair electric gate crossings, signals, signal equipment, track switches, section lines, or intercommunications systems within a railroad system.",,"[0.9228571428571428, 0.3814285714285714, 0.14285714285714285, 0.16714285714285712, 0.14285714285714285, 0.6485714285714286]",active-learning|active-listening|complex-problem-solving|critical-thinking|equipment-maintenance|equipment-selection|monitoring|operation-and-control|operations-monitoring|quality-control-analysis|repairing|troubleshooting|writing
49-9098.00,"Helpers--Installation, Maintenance, and Repair Workers","Help installation, maintenance, and repair workers in maintenance, parts replacement, and repair of vehicles, industrial machinery, and electrical and electronic equipment. Perform duties such as furnishing tools, materials, and supplies to other workers; cleaning work area, machines, and tools; and holding materials or tools for other workers.",,"[0.9985714285714286, 0.27999999999999997, 0.15714285714285717, 0.25857142857142856, 0.23285714285714285, 0.5757142857142857]",active-listening|coordination|critical-thinking|equipment-maintenance|monitoring|operation-and-control|operations-monitoring|quality-control-analysis|repairing|speaking|troubleshooting
49-9099.01,Geothermal Technicians,"Perform technical activities at power plants or individual installations necessary for the generation of power from geothermal energy sources. Monitor and control operating activities at geothermal power generation facilities and perform maintenance and repairs as necessary. Install, test, and maintain residential and commercial geothermal heat pumps.",,"[0.9114285714285714, 0.49142857142857144, 0.14285714285714285, 0.24, 0.2542857142857143, 0.7128571428571429]",active-learning|complex-problem-solving|coordination|critical-thinking|equipment-maintenance|mathematics|monitoring|operation-and-control|operations-monitoring|quality-control-analysis|reading-comprehension|repairing|troubleshooting
51-1011.00,First-Line Supervisors of Production and Operating Workers,"Directly supervise and coordinate the activities of production and operating workers, such as inspectors, precision workers, machine setters and operators, assemblers, fabricators, and plant and system operators. Excludes team or work leaders.",,"[0.6185714285714285, 0.21714285714285714, 0.14285714285714285, 0.41000000000000003, 0.8814285714285715, 0.7628571428571428]",active-listening|complex-problem-solving|coordination|critical-thinking|judgment-and-decision-making|management-of-personnel-resources|monitoring|reading-comprehension|social-perceptiveness|speaking|time-management|writing
51-2011.00,"Aircraft Structure, Surfaces, Rigging, and Systems Assemblers","Assemble, fit, fasten, and install parts of airplanes, space vehicles, or missiles, such as tails, wings, fuselage, bulkheads, stabilizers, landing gear, rigging and control equipment, or heating and ventilating systems.",,"[1.0, 0.37857142857142856, 0.24857142857142858, 0.14285714285714285, 0.19285714285714287, 0.5357142857142857]",active-learning|active-listening|complex-problem-solving|critical-thinking|equipment-maintenance|installation|monitoring|operations-monitoring|quality-control-analysis|reading-comprehension|repairing|speaking|writing
51-2021.00,"Coil Winders, Tapers, and Finishers","Wind wire coils used in electrical components, such as resistors and transformers, and in electrical equipment and instruments, such as field cores, bobbins, armature cores, electrical motors, generators, and control equipment.",,"[0.9342857142857143, 0.3257142857142857, 0.14285714285714285, 0.16, 0.19999999999999998, 0.5957142857142858]",active-listening|monitoring|operation-and-control|operations-monitoring
51-2022.00,Electrical and Electronic Equipment Assemblers,"Assemble or modify electrical or electronic equipment, such as computers, test equipment telemetering systems, electric motors, and batteries.",,"[1.0, 0.4757142857142857, 0.26, 0.17714285714285713, 0.14285714285714285, 0.6142857142857142]",active-listening|coordination|critical-thinking|judgment-and-decision-making|monitoring|operations-monitoring|reading-comprehension
51-2023.00,Electromechanical Equipment Assemblers,"Assemble or modify electromechanical equipment or devices, such as servomechanisms, gyros, dynamometers, magnetic drums, tape drives, brakes, control linkage, actuators, and appliances.",,"[1.0, 0.4785714285714286, 0.20142857142857143, 0.15142857142857144, 0.14285714285714285, 0.7114285714285715]",critical-thinking|operations-monitoring|quality-control-analysis|reading-comprehension|speaking|troubleshooting
51-2031.00,Engine and Other Machine Assemblers,"Construct, assemble, or rebuild machines, such as engines, turbines, and similar equipment used in such industries as construction, extraction, textiles, and paper manufacturing.",,"[1.0, 0.40714285714285714, 0.18142857142857144, 0.14285714285714285, 0.15142857142857144, 0.6385714285714286]",active-listening|critical-thinking|monitoring|operations-monitoring|quality-control-analysis|reading-comprehension|speaking|troubleshooting
51-2041.00,Structural Metal Fabricators and Fitters,"Fabricate, position, align, and fit parts of structural metal products.",,"[1.0, 0.38, 0.23428571428571426, 0.14285714285714285, 0.15142857142857144, 0.5442857142857143]",active-listening|critical-thinking|reading-comprehension|speaking
51-2051.00,Fiberglass Laminators and Fabricators,"Laminate layers of fiberglass on molds to form boat decks and hulls, bodies for golf carts, automobiles, or other products.",,"[0.9628571428571429, 0.29, 0.31714285714285717, 0.14285714285714285, 0.16428571428571428, 0.4985714285714286]",active-listening|complex-problem-solving|monitoring|operation-and-control|operations-monitoring|reading-comprehension|speaking
51-2061.00,Timing Device Assemblers and Adjusters,"Perform precision assembling or adjusting, within narrow tolerances, of timing devices such as digital clocks or timing devices with electrical or electronic components.",,"[0.9628571428571429, 0.3028571428571429, 0.16999999999999998, 0.14285714285714285, 0.16285714285714284, 0.6585714285714286]",operations-monitoring|quality-control-analysis|repairing|troubleshooting
51-2092.00,Team Assemblers,"Work as part of a team having responsibility for assembling an entire product or component of a product. Team assemblers can perform all tasks conducted by the team in the assembly process and rotate through all or most of them, rather than being assigned to a specific task on a permanent basis. May participate in making management decisions affecting the work. Includes team leaders who work as part of the team.",,"[0.7657142857142858, 0.20142857142857143, 0.2285714285714286, 0.34285714285714286, 0.5571428571428572, 0.6628571428571428]",active-listening|coordination|critical-thinking|instructing|monitoring|operations-monitoring|quality-control-analysis|reading-comprehension|social-perceptiveness|speaking|time-management
51-3011.00,Bakers,"Mix and bake ingredients to produce breads, rolls, cookies, cakes, pies, pastries, or other baked goods.",,"[0.91, 0.23857142857142857, 0.31857142857142856, 0.25, 0.3, 0.6314285714285715]",active-learning|active-listening|coordination|critical-thinking|judgment-and-decision-making|monitoring|speaking|time-management
51-3021.00,Butchers and Meat Cutters,"Cut, trim, or prepare consumer-sized portions of meat for use or sale in retail establishments.",,"[0.9, 0.2057142857142857, 0.25285714285714284, 0.26285714285714284, 0.39428571428571424, 0.5457142857142857]",active-listening|critical-thinking|management-of-personnel-resources|monitoring|reading-comprehension|service-orientation|social-perceptiveness|speaking|time-management
51-3022.00,"Meat, Poultry, and Fish Cutters and Trimmers","Use hands or hand tools to perform routine cutting and trimming of meat, poultry, and seafood.",,"[1.0, 0.26285714285714284, 0.14285714285714285, 0.19142857142857145, 0.20714285714285713, 0.5757142857142857]",active-listening|critical-thinking|judgment-and-decision-making|monitoring|speaking
51-3023.00,Slaughterers and Meat Packers,"Perform nonroutine or precision functions involving the preparation of large portions of meat. Work may include specialized slaughtering tasks, cutting standard or premium cuts of meat for marketing, making sausage, or wrapping meats. Work typically occurs in slaughtering, meat packing, or wholesale establishments.",,"[0.9400000000000001, 0.31714285714285717, 0.19857142857142857, 0.24428571428571427, 0.3028571428571429, 0.5042857142857142]",making-sausage|meat-packing|or-wholesale-establishments|slaughterers-and-meat-packers
51-3091.00,"Food and Tobacco Roasting, Baking, and Drying Machine Operators and Tenders","Operate or tend food or tobacco roasting, baking, or drying equipment, including hearth ovens, kiln driers, roasters, char kilns, and vacuum drying equipment.",,"[0.9771428571428571, 0.22714285714285715, 0.15714285714285717, 0.18142857142857144, 0.26, 0.5971428571428571]",active-listening|complex-problem-solving|coordination|critical-thinking|judgment-and-decision-making|monitoring|operation-and-control|operations-monitoring|quality-control-analysis|reading-comprehension|social-perceptiveness|speaking
51-3092.00,Food Batchmakers,Set up and operate equipment that mixes or blends ingredients used in the manufacturing of food products. Includes candy makers and cheese makers.,,"[0.86, 0.3, 0.29, 0.21, 0.39285714285714285, 0.6357142857142858]",active-listening|coordination|critical-thinking|monitoring|operation-and-control|operations-monitoring|reading-comprehension|speaking
51-3093.00,Food Cooking Machine Operators and Tenders,"Operate or tend cooking equipment, such as steam cooking vats, deep fry cookers, pressure cookers, kettles, and boilers, to prepare food products.",,"[1.0, 0.2571428571428572, 0.15, 0.19999999999999998, 0.23285714285714285, 0.6014285714285714]",active-listening|critical-thinking|monitoring|operation-and-control|operations-monitoring|reading-comprehension
51-4021.00,"Extruding and Drawing Machine Setters, Operators, and Tenders, Metal and Plastic","Set up, operate, or tend machines to extrude or draw thermoplastic or metal materials into tubes, rods, hoses, wire, bars, or structural shapes.",,"[0.9557142857142857, 0.31857142857142856, 0.20428571428571426, 0.15571428571428572, 0.14285714285714285, 0.6157142857142857]",complex-problem-solving|coordination|critical-thinking|judgment-and-decision-making|monitoring|operation-and-control|operations-monitoring|quality-control-analysis|speaking|troubleshooting
51-4022.00,"Forging Machine Setters, Operators, and Tenders, Metal and Plastic","Set up, operate, or tend forging machines to taper, shape, or form metal or plastic parts.",,"[0.9642857142857143, 0.3657142857142857, 0.1457142857142857, 0.14285714285714285, 0.15285714285714286, 0.61]",active-listening|monitoring|operation-and-control|operations-monitoring|reading-comprehension|time-management
51-4023.00,"Rolling Machine Setters, Operators, and Tenders, Metal and Plastic","Set up, operate, or tend machines to roll steel or plastic forming bends, beads, knurls, rolls, or plate, or to flatten, temper, or reduce gauge of material.",,"[0.9771428571428571, 0.2414285714285714, 0.14285714285714285, 0.14285714285714285, 0.14285714285714285, 0.5814285714285715]",active-learning|active-listening|complex-problem-solving|coordination|critical-thinking|equipment-maintenance|monitoring|operation-and-control|operations-monitoring|quality-control-analysis|reading-comprehension|speaking
