id,industry_group_id,industry_group_slug,source_site,title,company,location,salary,salary_min,salary_max,skills,experience_level,employment_type,description,requirements,posted_date,application_deadline,job_url,apply_url,content_hash,is_active,first_seen_at,last_seen_at,created_at,updated_at,raw_data
627,1,information-technology,careerviet,Civil Engineer (Fresher)(MỚI),CÔNG TY TNHH CEI ENGINEERS,Hồ Chí Minh,Lương: 12 Tr - 17 Tr VND,,,{},,,"","",,,https://careerviet.vn/vi/tim-viec-lam/civil-engineer-fresher.35C75D78.html,https://careerviet.vn/vi/tim-viec-lam/civil-engineer-fresher.35C75D78.html,b5288ddd1e69c52860c19999d104daf0a5ceefbe71efbb83a5673e1f6ab9d90f,t,2026-05-13 18:11:28.681435+00,2026-05-14 01:16:43.001071+00,2026-05-13 18:11:28.639217+00,2026-05-14 01:16:43.001071+00,"{'"source'": '"dom'"}"
404,4,accounting-auditing,vietnamworks,"[Hà Nội - Sun Property, Sun Group] Chuyên Viên Chính Quản Lý Công Nợ Khách Hàng/ Kế toán công nợ",Sun Property | Thành Viên Thuộc Tập Đoàn Sun Group,"","",,,{},,,Vị trí tại Sun Property | Thành Viên Thuộc Tập Đoàn Sun Group. Xem chi tiết và ứng tuyển trực tiếp trên VietnamWorks.,"",,,https://www.vietnamworks.com/ha-noi-sun-property-sun-group-chuyen-vien-chinh-quan-ly-cong-no-khach-hang-ke-toan-cong-no-2048013-jv,https://www.vietnamworks.com/ha-noi-sun-property-sun-group-chuyen-vien-chinh-quan-ly-cong-no-khach-hang-ke-toan-cong-no-2048013-jv?source=searchResults&searchType=2&placement=2048013&sortBy=date&qs=0,eb534599c9e8c2bfecc061485cd5bb7bfddaf6f423705e396a09794ae7eb44fa,t,2026-05-13 16:22:15.891586+00,2026-05-14 03:17:33.41855+00,2026-05-13 16:22:15.875526+00,2026-05-14 03:17:33.368495+00,"{'"source'": '"dom'"}"
564,20,energy-environment,vietnamworks,"Chuyên Viên Thẩm Định Bảo Hiểm – Kỹ Thuật, Xây Dựng & Năng Lượng Tái Tạo (Senior Underwriter Engineering - Construction & Renewable Energy)",QBE Insurance (Vietnam) Ltd,"","",,,{},,,Vị trí tại QBE Insurance (Vietnam) Ltd. Xem chi tiết và ứng tuyển trực tiếp trên VietnamWorks.,"",,,https://www.vietnamworks.com/chuyen-vien-tham-dinh-bao-hiem-ky-thuat-xay-dung-nang-luong-tai-tao-senior-underwriter-engineering-construction-renewable-energy-2033080-jv,https://www.vietnamworks.com/chuyen-vien-tham-dinh-bao-hiem-ky-thuat-xay-dung-nang-luong-tai-tao-senior-underwriter-engineering-construction-renewable-energy-2033080-jv?source=searchResults&searchType=2&placement=2033080&sortBy=date&qs=0,37e3469f9b921d70a7a665437a72d5428f6f582f2c9e8876f1b628765274e967,t,2026-05-13 16:22:24.208757+00,2026-05-14 03:17:41.065533+00,2026-05-13 16:22:24.230111+00,2026-05-14 03:17:40.987483+00,"{'"source'": '"dom'"}"
1017,12,construction-engineering,careerviet,NHÂN VIÊN KỸ THUẬT (ĐIỆN NĂNG LƯỢNG MẶT TRỜI),CÔNG TY TNHH MANFUSI VIỆT NAM,Hồ Chí Minh,Lương: 9 Tr - 12 Tr VND,,,{},,,"","",,,https://careerviet.vn/vi/tim-viec-lam/nhan-vien-ky-thuat-dien-nang-luong-mat-troi.35C744C1.html,https://careerviet.vn/vi/tim-viec-lam/nhan-vien-ky-thuat-dien-nang-luong-mat-troi.35C744C1.html,9d30371e531e0f0ce238d6ddf261a0f1723d2f0b1028aa584e2ec0f7b6f2ab98,t,2026-05-14 01:49:18.816851+00,2026-05-14 02:01:49.338033+00,2026-05-14 01:49:18.798986+00,2026-05-14 02:01:49.338033+00,"{'"source'": '"dom'"}"
1018,4,accounting-auditing,careerviet,Kế Toán Nội Bộ,CÔNG TY CỔ PHẦN DỊCH VỤ QUẢN LÝ BẤT ĐỘNG SẢN NHÀ XANH SMG,Hồ Chí Minh,Lương: 10 Tr - 14 Tr VND,,,{},,,"","",,,https://careerviet.vn/vi/tim-viec-lam/ke-toan-noi-bo.35C73AF0.html,https://careerviet.vn/vi/tim-viec-lam/ke-toan-noi-bo.35C73AF0.html,5bce4c5296cfece05903b9c751257219b547afb26225c30492eb05bcb8b3b645,t,2026-05-14 01:49:18.816851+00,2026-05-14 02:01:49.338033+00,2026-05-14 01:49:18.798986+00,2026-05-14 02:01:49.338033+00,"{'"source'": '"dom'"}"
622,1,information-technology,careerviet,Nhân Viên Văn Thư – Lưu Trữ(MỚI),CÔNG TY CỔ PHẦN ĐẦU TƯ ĐỊA ỐC ĐẠI QUANG MINH,Hà Nội,Lương: Cạnh tranh,,,{},,,"","",,,https://careerviet.vn/vi/tim-viec-lam/nhan-vien-van-thu-luu-tru.35C75D5D.html,https://careerviet.vn/vi/tim-viec-lam/nhan-vien-van-thu-luu-tru.35C75D5D.html,101e9b739ab407f88cc1918db6c66c1f69cae9cd540d7fae261482367b127bf1,t,2026-05-13 18:11:28.681435+00,2026-05-14 01:16:43.001071+00,2026-05-13 18:11:28.639217+00,2026-05-14 01:16:43.001071+00,"{'"source'": '"dom'"}"
628,1,information-technology,careerviet,Key Account Manager(MỚI),"WANT WANT VIET NAM TRADING CO., LTD",Hồ Chí Minh,Lương: Cạnh tranh,,,{},,,"","",,,https://careerviet.vn/vi/tim-viec-lam/key-account-manager.35C75DBA.html,https://careerviet.vn/vi/tim-viec-lam/key-account-manager.35C75DBA.html,3db26fe6a0652e029fbee3b6c1bb3abcde9ecb9b4006f4c9843ee949e7f2e719,t,2026-05-13 18:11:28.681435+00,2026-05-14 01:16:43.001071+00,2026-05-13 18:11:28.639217+00,2026-05-14 01:16:43.001071+00,"{'"source'": '"dom'"}"
629,1,information-technology,careerviet,[HCM] Trưởng Phòng Thương Hiệu(MỚI),TẬP ĐOÀN HOÀN CẦU,Hồ Chí Minh,Lương: Cạnh tranh,,,{},,,"","",,,https://careerviet.vn/vi/tim-viec-lam/hcm-truong-phong-thuong-hieu.35C75DBF.html,https://careerviet.vn/vi/tim-viec-lam/hcm-truong-phong-thuong-hieu.35C75DBF.html,e63c4ca6f1b164d22fe25d906f1a74d5cadf2ae61bb5bfad643c18bf71edca03,t,2026-05-13 18:11:28.681435+00,2026-05-14 01:16:43.001071+00,2026-05-13 18:11:28.639217+00,2026-05-14 01:16:43.001071+00,"{'"source'": '"dom'"}"
632,4,accounting-auditing,careerviet,Kế Toán Tổng Hợp(MỚI),CÔNG TY CỔ PHẦN UNIK XANH,Hà Nội,Lương: Cạnh tranh,,,{},,,"","",,,https://careerviet.vn/vi/tim-viec-lam/ke-toan-tong-hop.35C75DB6.html,https://careerviet.vn/vi/tim-viec-lam/ke-toan-tong-hop.35C75DB6.html,70e7ee7833907377713ef1e6b70bf6c1d250eee8fa52316c99ac1a821dea976f,t,2026-05-13 18:11:28.681435+00,2026-05-14 01:16:43.001071+00,2026-05-13 18:11:28.639217+00,2026-05-14 01:16:43.001071+00,"{'"source'": '"dom'"}"
633,1,information-technology,careerviet,Trợ lý Biên Phiên Dịch Tiếng Trung(MỚI),CÔNG TY CỔ PHẦN ĐẦU TƯ THƯƠNG MẠI NHẬT TIẾN,Hồ Chí Minh,Lương: 15 Tr - 20 Tr VND,,,{},,,"","",,,https://careerviet.vn/vi/tim-viec-lam/tro-ly-bien-phien-dich-tieng-trung.35C75DA6.html,https://careerviet.vn/vi/tim-viec-lam/tro-ly-bien-phien-dich-tieng-trung.35C75DA6.html,58ff7772ef6189f5dc5eeda2d58e5bb635421bc2897fc6ff7146eae2d1af676a,t,2026-05-13 18:11:28.681435+00,2026-05-14 01:16:43.001071+00,2026-05-13 18:11:28.639217+00,2026-05-14 01:16:43.001071+00,"{'"source'": '"dom'"}"
207,9,healthcare-medical,vietnamworks,Nhân Viên Y Tế Kiêm Nhân Viên Hành Chính,Son Ha Spice & Flavorings/pacific Basin Partnership - Mitani Corporation,"","",,,{Partnership},,,Vị trí tại Son Ha Spice & Flavorings/pacific Basin Partnership - Mitani Corporation. Xem chi tiết và ứng tuyển trực tiếp trên VietnamWorks.,"",,,https://www.vietnamworks.com/nhan-vien-y-te-kiem-nhan-vien-hanh-chinh-2048308-jv,https://www.vietnamworks.com/nhan-vien-y-te-kiem-nhan-vien-hanh-chinh-2048308-jv?source=searchResults&searchType=2&placement=2048308&sortBy=date&qs=0,1f766fa9ab892ebf83d5ff8575247779099c345e6c111440ae8fc7180899436d,t,2026-05-12 13:18:45.615066+00,2026-05-14 03:17:33.327933+00,2026-05-12 13:18:45.631142+00,2026-05-14 03:17:33.278974+00,"{'"source'": '"dom'"}"
209,9,healthcare-medical,vietnamworks,Medical Director Assistant,CÔNG TY CỔ PHẦN UNIK XANH,"","",,,{},,,Vị trí tại CÔNG TY CỔ PHẦN UNIK XANH. Xem chi tiết và ứng tuyển trực tiếp trên VietnamWorks.,"",,,https://www.vietnamworks.com/medical-director-assistant-2033640-jv,https://www.vietnamworks.com/medical-director-assistant-2033640-jv?source=searchResults&searchType=2&placement=2033640&sortBy=date&qs=0,dfe79701487f94b08d566e57ef49ff561340d862f423764c9c01a4d1eef833d6,t,2026-05-12 13:18:45.615066+00,2026-05-14 03:17:33.336051+00,2026-05-12 13:18:45.631142+00,2026-05-14 03:17:33.287081+00,"{'"source'": '"dom'"}"
220,9,healthcare-medical,vietnamworks,Nhân Viên Tư Vấn Máy Trợ Thính,CÔNG TY MÁY TRỢ THÍNH CÁT TƯỜNG ĐÀ NẴNG,Đà Nẵng,"",,,{},,,Vị trí tại CÔNG TY MÁY TRỢ THÍNH CÁT TƯỜNG ĐÀ NẴNG. Xem chi tiết và ứng tuyển trực tiếp trên VietnamWorks.,"",,,https://www.vietnamworks.com/nhan-vien-tu-van-may-tro-thinh-2052320-jv,https://www.vietnamworks.com/nhan-vien-tu-van-may-tro-thinh-2052320-jv?source=searchResults&searchType=2&placement=2052320&sortBy=date&qs=0,aabbf155553bbbad1c46631a70217629b31985435e30d46901649b3327798937,t,2026-05-12 13:18:45.615066+00,2026-05-14 03:17:33.444444+00,2026-05-12 13:18:45.631142+00,2026-05-14 03:17:33.393837+00,"{'"source'": '"dom'"}"
436,10,logistics-supply-chain,vietnamworks,Digital Supply Chain Staff,CÔNG TY TNHH COSCO SHIPPING LINES (VIỆT NAM),"","",,,{SHIPPING},,,Vị trí tại CÔNG TY TNHH COSCO SHIPPING LINES (VIỆT NAM). Xem chi tiết và ứng tuyển trực tiếp trên VietnamWorks.,"",,,https://www.vietnamworks.com/digital-supply-chain-staff-2047805-jv,https://www.vietnamworks.com/digital-supply-chain-staff-2047805-jv?source=searchResults&searchType=2&placement=2047805&sortBy=date&qs=0,8429b225f526b940420fa34e51257ccc7d2ca9566e9965743d44074e4f892b93,t,2026-05-13 16:22:18.000897+00,2026-05-14 03:17:34.170916+00,2026-05-13 16:22:18.006072+00,2026-05-14 03:17:34.109719+00,"{'"source'": '"dom'"}"
487,18,administration-office,vietnamworks,Chuyên Viên Quản Trị Cơ Sở Dữ Liệu và Ứng Dụng CNTT (Database Administrator - DBA) - Mã Số: Vhqt-01,Chi Nhánh Trung Tâm Công Nghệ Thông Tin Tập Đoàn Bảo Việt,"","",,,{},,,Vị trí tại Chi Nhánh Trung Tâm Công Nghệ Thông Tin Tập Đoàn Bảo Việt. Xem chi tiết và ứng tuyển trực tiếp trên VietnamWorks.,"",,,https://www.vietnamworks.com/chuyen-vien-quan-tri-co-so-du-lieu-va-ung-dung-cntt-database-administrator-dba-ma-so-vhqt-01-2030615-jv,https://www.vietnamworks.com/chuyen-vien-quan-tri-co-so-du-lieu-va-ung-dung-cntt-database-administrator-dba-ma-so-vhqt-01-2030615-jv?source=searchResults&searchType=2&placement=2030615&sortBy=date&qs=0,64d3bd79dcbb33e4773f308011b1932ecbdbc991e085544eda98fbfeab794536,t,2026-05-13 16:22:21.56923+00,2026-05-14 03:17:37.897314+00,2026-05-13 16:22:21.573754+00,2026-05-14 03:17:37.810163+00,"{'"source'": '"dom'"}"
438,10,logistics-supply-chain,vietnamworks,Supplier Quality Assurance Specialist (SQA),Vinfast Global,"","",,,{},,,Vị trí tại Vinfast Global. Xem chi tiết và ứng tuyển trực tiếp trên VietnamWorks.,"",,,https://www.vietnamworks.com/supplier-quality-assurance-specialist-sqa-2053025-jv,https://www.vietnamworks.com/supplier-quality-assurance-specialist-sqa-2053025-jv?source=searchResults&searchType=2&placement=2053025&sortBy=date&qs=0,e032d6eb28aa3c9ddda1592994a68752fd2a717e42b900995f769f5b609799c6,t,2026-05-13 16:22:18.000897+00,2026-05-14 02:01:47.185875+00,2026-05-13 16:22:18.006072+00,2026-05-14 02:01:47.185875+00,"{'"source'": '"dom'"}"
786,14,retail-ecommerce,careerviet,Chuyên Viên Chính Chính Sách Hệ Thống(MỚI),Tập Đoàn Tân Á Đại Thành,Hà Nội,Lương: 25 Tr - 30 Tr VND,,,{},,,"","",,,https://careerviet.vn/vi/tim-viec-lam/chuyen-vien-chinh-chinh-sach-he-thong.35C756C2.html,https://careerviet.vn/vi/tim-viec-lam/chuyen-vien-chinh-chinh-sach-he-thong.35C756C2.html,ed8212c75cd1cc56a09cd49c6202b9cf0ed6f319e8ba5ce487e78a8adf0c81b2,t,2026-05-14 01:16:43.233409+00,2026-05-14 01:49:22.704446+00,2026-05-14 01:16:43.33008+00,2026-05-14 01:49:22.704446+00,"{'"source'": '"dom'"}"
791,4,accounting-auditing,careerviet,Kế Toán Tổng Hợp,Công Ty Cổ Phần NICON,Hồ Chí Minh,Lương: 11 Tr - 15 Tr VND,,,{},,,"","",,,https://careerviet.vn/vi/tim-viec-lam/ke-toan-tong-hop.35C74B25.html,https://careerviet.vn/vi/tim-viec-lam/ke-toan-tong-hop.35C74B25.html,4f2935dc320119ae8e06b264b854f58a121d248b5f7aa1a650903fa757cbed33,t,2026-05-14 01:16:43.233409+00,2026-05-14 01:49:22.704446+00,2026-05-14 01:16:43.33008+00,2026-05-14 01:49:22.704446+00,"{'"source'": '"dom'"}"
797,14,retail-ecommerce,careerviet,Rhino 3D Product Designer,CÔNG TY TNHH A G STEEL MANUFACTURE,Hồ Chí Minh,Lương: 12 Tr - 20 Tr VND,,,{},,,"","",,,https://careerviet.vn/vi/tim-viec-lam/rhino-3d-product-designer.35C71771.html,https://careerviet.vn/vi/tim-viec-lam/rhino-3d-product-designer.35C71771.html,27f313f3d913bda4db6a488f15d9c846179791b14c82b94f849880e493b6afe5,t,2026-05-14 01:16:43.233409+00,2026-05-14 01:49:22.704446+00,2026-05-14 01:16:43.33008+00,2026-05-14 01:49:22.704446+00,"{'"source'": '"dom'"}"
548,19,transportation,vietnamworks,"Trưởng Phòng EHS (Làm Việc Tại TP. Hòa Bình, Có Xe Đưa Đón Hà Nội - Hòa Bình)",Công Ty TNHH Allied Circuit Meiko Việt Nam,"","",,,{},,,Vị trí tại Công Ty TNHH Allied Circuit Meiko Việt Nam. Xem chi tiết và ứng tuyển trực tiếp trên VietnamWorks.,"",,,https://www.vietnamworks.com/truong-phong-ehs-lam-viec-tai-tp-hoa-binh-co-xe-dua-don-ha-noi-hoa-binh-2035627-jv,https://www.vietnamworks.com/truong-phong-ehs-lam-viec-tai-tp-hoa-binh-co-xe-dua-don-ha-noi-hoa-binh-2035627-jv?source=searchResults&searchType=2&placement=2035627&sortBy=date&qs=0,bddaf58d7c0e4535a67031933535c354d9e0195cb35ed4137db3024dee85e16a,t,2026-05-13 16:22:23.788131+00,2026-05-14 03:17:40.249592+00,2026-05-13 16:22:23.80924+00,2026-05-14 03:17:40.16747+00,"{'"source'": '"dom'"}"
439,12,construction-engineering,vietnamworks,Trưởng Bộ Phận Cung Ứng - Chuỗi Cửa Hàng Bách Hóa Bưu Điện,Tổng Công Ty Bưu Điện Việt Nam - VIETNAMPOST,"","",,,{},,,Vị trí tại Tổng Công Ty Bưu Điện Việt Nam - VIETNAMPOST. Xem chi tiết và ứng tuyển trực tiếp trên VietnamWorks.,"",,,https://www.vietnamworks.com/truong-bo-phan-cung-ung-chuoi-cua-hang-bach-hoa-buu-djien-2050521-jv,https://www.vietnamworks.com/truong-bo-phan-cung-ung-chuoi-cua-hang-bach-hoa-buu-djien-2050521-jv?source=searchResults&searchType=2&placement=2050521&sortBy=date&qs=0,e68e6e2a0c8985e23c23de8e8c83cd3de51406a69406536ee85b0f70fa8915cf,t,2026-05-13 16:22:18.000897+00,2026-05-14 02:01:47.185875+00,2026-05-13 16:22:18.006072+00,2026-05-14 02:01:47.185875+00,"{'"source'": '"dom'"}"
550,6,sales-business-development,vietnamworks,Overseas Sales Representative (Logistics) – Income Up to 50 Millions,Hung Dong Investment Service Trading Company Limited,"","",,,{},,,Vị trí tại Hung Dong Investment Service Trading Company Limited. Xem chi tiết và ứng tuyển trực tiếp trên VietnamWorks.,"",,,https://www.vietnamworks.com/overseas-sales-representative-logistics-income-up-to-50-millions-2034494-jv,https://www.vietnamworks.com/overseas-sales-representative-logistics-income-up-to-50-millions-2034494-jv?source=searchResults&searchType=2&placement=2034494&sortBy=date&qs=0,7416b39c3981dd6cdcbe8407186ac9d9783d1b467ea1908663b1dd98a0fc4fdc,t,2026-05-13 16:22:23.788131+00,2026-05-14 02:01:49.15591+00,2026-05-13 16:22:23.80924+00,2026-05-14 02:01:49.15591+00,"{'"source'": '"dom'"}"
999,4,accounting-auditing,careerviet,Chuyên Viên Chính/Chuyên Viên Cao Cấp Quan Hệ KHDN Vi Mô - TP Hồ Chí Minh - TA098 - ID2661,Ngân Hàng TMCP Việt Nam Thịnh Vượng - VPBANK,Hồ Chí Minh,Lương: Cạnh tranh,,,{},,,"","",,,https://careerviet.vn/vi/tim-viec-lam/chuyen-vien-chinh-chuyen-vien-cao-cap-quan-he-khdn-vi-mo-tp-ho-chi-minh-ta098-id2661.35C751D8.html,https://careerviet.vn/vi/tim-viec-lam/chuyen-vien-chinh-chuyen-vien-cao-cap-quan-he-khdn-vi-mo-tp-ho-chi-minh-ta098-id2661.35C751D8.html,5f75f3fcb395613dc143a13c65ba76603750ad0b954e98cab344d47c77aeacd5,t,2026-05-14 01:49:18.816851+00,2026-05-14 02:01:49.338033+00,2026-05-14 01:49:18.798986+00,2026-05-14 02:01:49.338033+00,"{'"source'": '"dom'"}"
1003,4,accounting-auditing,careerviet,Kế Toán Kho,Công ty CP TM QT Đại Hoàng Minh,Hà Nội,Lương: Cạnh tranh,,,{},,,"","",,,https://careerviet.vn/vi/tim-viec-lam/ke-toan-kho.35C74C00.html,https://careerviet.vn/vi/tim-viec-lam/ke-toan-kho.35C74C00.html,e6e971321fc1c92902a15742617be67d7606eec2d01f303cd231f8412b1c3905,t,2026-05-14 01:49:18.816851+00,2026-05-14 02:01:49.338033+00,2026-05-14 01:49:18.798986+00,2026-05-14 02:01:49.338033+00,"{'"source'": '"dom'"}"
1004,4,accounting-auditing,careerviet,KỸ THUẬT VIÊN ROBOT,VINFAST TRADING AND PRODUCTION JSC,Hà Tĩnh,Lương: Cạnh tranh,,,{},,,"","",,,https://careerviet.vn/vi/tim-viec-lam/ky-thuat-vien-robot.35C74B2B.html,https://careerviet.vn/vi/tim-viec-lam/ky-thuat-vien-robot.35C74B2B.html,f2e54590fe2741ff3d14a96d7ce58b4586ef7cb63a9c2df3b594fa425d358103,t,2026-05-14 01:49:18.816851+00,2026-05-14 02:01:49.338033+00,2026-05-14 01:49:18.798986+00,2026-05-14 02:01:49.338033+00,"{'"source'": '"dom'"}"
267,3,finance-banking,vietnamworks,Chuyên Viên Kinh Doanh Ngoại Hối - Khối Nguồn Vốn và Thị Trường Tài Chính,Ngân Hàng TMCP Đại Chúng Việt Nam,"","",,,{},,,Vị trí tại Ngân Hàng TMCP Đại Chúng Việt Nam. Xem chi tiết và ứng tuyển trực tiếp trên VietnamWorks.,"",,,https://www.vietnamworks.com/chuyen-vien-kinh-doanh-ngoai-hoi-khoi-nguon-von-va-thi-truong-tai-chinh-2048795-jv,https://www.vietnamworks.com/chuyen-vien-kinh-doanh-ngoai-hoi-khoi-nguon-von-va-thi-truong-tai-chinh-2048795-jv?source=searchResults&searchType=2&placement=2048795&sortBy=date&qs=0,bc4f2d014be8c09d4a96badd9583f02664efcd7c3c7aae11f29349ae76ea8351,t,2026-05-12 13:18:47.052905+00,2026-05-14 03:17:36.278622+00,2026-05-12 13:18:47.061213+00,2026-05-14 03:17:36.197478+00,"{'"source'": '"dom'"}"
563,3,finance-banking,vietnamworks,Chuyên Viên Tài Chính,Công Ty Cổ Phần Xây Dựng Và Thương Mại 299,"","",,,{},,,Vị trí tại Công Ty Cổ Phần Xây Dựng Và Thương Mại 299. Xem chi tiết và ứng tuyển trực tiếp trên VietnamWorks.,"",,,https://www.vietnamworks.com/chuyen-vien-tai-chinh-2051754-jv,https://www.vietnamworks.com/chuyen-vien-tai-chinh-2051754-jv?source=searchResults&searchType=2&placement=2051754&sortBy=date&qs=0,ec94b27623d51e00366929bd67f6228835cd52368ee20019f24482b34e0512f0,t,2026-05-13 16:22:24.208757+00,2026-05-14 03:17:41.06069+00,2026-05-13 16:22:24.230111+00,2026-05-14 03:17:40.982871+00,"{'"source'": '"dom'"}"
426,20,energy-environment,vietnamworks,[ Hot Job ] Nhân Viên An Toàn Lao Động Và Môi Trường (EHS),CÔNG TY TNHH YASKAWA VIỆT NAM MECHATRONICS SYSTEM,"","",,,{},,,Vị trí tại CÔNG TY TNHH YASKAWA VIỆT NAM MECHATRONICS SYSTEM. Xem chi tiết và ứng tuyển trực tiếp trên VietnamWorks.,"",,,https://www.vietnamworks.com/hot-job-nhan-vien-an-toan-lao-djong-va-moi-truong-ehs-2049849-jv,https://www.vietnamworks.com/hot-job-nhan-vien-an-toan-lao-djong-va-moi-truong-ehs-2049849-jv?source=searchResults&searchType=2&placement=2049849&sortBy=date&qs=0,6f451d1c6589b80a378d8b3dbbf7da13d2d74763354ae85a1db9560d9e88d268,t,2026-05-13 16:22:17.358215+00,2026-05-14 02:01:46.965936+00,2026-05-13 16:22:17.353854+00,2026-05-14 02:01:46.965936+00,"{'"source'": '"dom'"}"
493,15,media-content,vietnamworks,Client Manager,Chicilon Media,"","",,,{},,,Vị trí tại Chicilon Media. Xem chi tiết và ứng tuyển trực tiếp trên VietnamWorks.,"",,,https://www.vietnamworks.com/client-manager-2048334-jv,https://www.vietnamworks.com/client-manager-2048334-jv?source=searchResults&searchType=2&placement=2048334&sortBy=date&qs=0,5145e0459b4394ef045020230713b847667575f433a81b7dd4d4d88f93ec43c2,t,2026-05-13 16:22:21.56923+00,2026-05-14 02:01:48.289167+00,2026-05-13 16:22:21.573754+00,2026-05-14 02:01:48.289167+00,"{'"source'": '"dom'"}"
1010,4,accounting-auditing,careerviet,Kế toán tổng hợp,Tập đoàn An Lạc – Anlac Group,Hà Nội,Lương: Cạnh tranh,,,{},,,"","",,,https://careerviet.vn/vi/tim-viec-lam/ke-toan-tong-hop.35C74A51.html,https://careerviet.vn/vi/tim-viec-lam/ke-toan-tong-hop.35C74A51.html,0ace465606f6fe4629c34c188a514c9ef3a66de0e02b471b5fb130ba17b7e522,t,2026-05-14 01:49:18.816851+00,2026-05-14 02:01:49.338033+00,2026-05-14 01:49:18.798986+00,2026-05-14 02:01:49.338033+00,"{'"source'": '"dom'"}"
792,12,construction-engineering,careerviet,Phiên Dịch Tiếng Trung (Lĩnh vực Xây dựng – PCCC),CÔNG TY TNHH PCCC TÂN LONG HẢI,Hồ Chí Minh,Lương: 18 Tr - 28 Tr VND,,,{},,,"","",,,https://careerviet.vn/vi/tim-viec-lam/phien-dich-tieng-trung-linh-vuc-xay-dung-pccc.35C748D7.html,https://careerviet.vn/vi/tim-viec-lam/phien-dich-tieng-trung-linh-vuc-xay-dung-pccc.35C748D7.html,f87dd68a027f39cc142b0fafdabb51c41ab6cd66fc3bf8e1a8956238ac17794d,t,2026-05-14 01:16:43.233409+00,2026-05-14 01:49:22.704446+00,2026-05-14 01:16:43.33008+00,2026-05-14 01:49:22.704446+00,"{'"source'": '"dom'"}"
793,4,accounting-auditing,careerviet,Kế Toán Tổng Hợp,CÔNG TY CỔ PHẦN GLOBAL LINK,Hà Nội,Lương: 18 Tr - 20 Tr VND,,,{},,,"","",,,https://careerviet.vn/vi/tim-viec-lam/ke-toan-tong-hop.35C72FA8.html,https://careerviet.vn/vi/tim-viec-lam/ke-toan-tong-hop.35C72FA8.html,3ec5b747e3ed94e0c2426921b4f98be751808aeeb37c9cbba050edec74715b44,t,2026-05-14 01:16:43.233409+00,2026-05-14 01:49:22.704446+00,2026-05-14 01:16:43.33008+00,2026-05-14 01:49:22.704446+00,"{'"source'": '"dom'"}"
795,11,manufacturing-production,careerviet,"Nhân Viên Vận Hành Máy (KCN Đồng An 2, Thủ Dầu Một)",Công ty Cổ phần Tôn Đông Á,Bình Dương,Lương: 14 Tr - 20 Tr VND,,,{},,,"","",,,https://careerviet.vn/vi/tim-viec-lam/nhan-vien-van-hanh-may-kcn-dong-an-2-thu-dau-mot.35C72ACA.html,https://careerviet.vn/vi/tim-viec-lam/nhan-vien-van-hanh-may-kcn-dong-an-2-thu-dau-mot.35C72ACA.html,0174d3bb63c77d469cd994af1c3f0c05e9907303aeb3d27aee1044b3a5a904c2,t,2026-05-14 01:16:43.233409+00,2026-05-14 01:49:22.704446+00,2026-05-14 01:16:43.33008+00,2026-05-14 01:49:22.704446+00,"{'"source'": '"dom'"}"
1025,4,accounting-auditing,careerviet,Giám Sát Nội Thất,CÔNG TY TNHH THIẾT KẾ XÂY DỰNG HAIDECOR,Hồ Chí Minh,Lương: 10 Tr - 15 Tr VND,,,{},,,"","",,,https://careerviet.vn/vi/tim-viec-lam/giam-sat-noi-that.35C73095.html,https://careerviet.vn/vi/tim-viec-lam/giam-sat-noi-that.35C73095.html,a62bc65fe38e0436f519553a50be48b00a66d4e10d89fb05df06f71eb8931fd3,t,2026-05-14 01:49:18.816851+00,2026-05-14 02:01:49.338033+00,2026-05-14 01:49:18.798986+00,2026-05-14 02:01:49.338033+00,"{'"source'": '"dom'"}"
1026,4,accounting-auditing,careerviet,Giám Sát Công Trình,CÔNG TY TNHH THIẾT KẾ XÂY DỰNG HAIDECOR,Hồ Chí Minh,Lương: 10 Tr - 15 Tr VND,,,{},,,"","",,,https://careerviet.vn/vi/tim-viec-lam/giam-sat-cong-trinh.35C73090.html,https://careerviet.vn/vi/tim-viec-lam/giam-sat-cong-trinh.35C73090.html,6c0b1db77c2f274568e9ae24023b7c07389d73cb167099a92b9d5fd4a36d21a7,t,2026-05-14 01:49:18.816851+00,2026-05-14 02:01:49.338033+00,2026-05-14 01:49:18.798986+00,2026-05-14 02:01:49.338033+00,"{'"source'": '"dom'"}"
428,9,healthcare-medical,vietnamworks,Kế Toán Trưởng [Dưới 40 Tuổi],Công ty cổ phần dược phẩm Revo,"","",,,{},,,Vị trí tại Công ty cổ phần dược phẩm Revo. Xem chi tiết và ứng tuyển trực tiếp trên VietnamWorks.,"",,,https://www.vietnamworks.com/ke-toan-truong-duoi-40-tuoi-2049852-jv,https://www.vietnamworks.com/ke-toan-truong-duoi-40-tuoi-2049852-jv?source=searchResults&searchType=2&placement=2049852&sortBy=date&qs=0,4acb662dbaa5c99a252a69c9b67ae511eef2e2b587cb7fecd284191487e2d12f,t,2026-05-13 16:22:17.358215+00,2026-05-14 03:17:38.673398+00,2026-05-13 16:22:17.353854+00,2026-05-14 03:17:38.58711+00,"{'"source'": '"dom'"}"
